no real user sys rows
15525 0.009 0 0.006 0
15526 0.033 0 0.006 266
15527 0.04 0.007 0 394
15528 0.007 0 0.006 0
15529 0.007 0.003 0.003 0
15530 0.006 0.006 0 0
15531 0.007 0.005 0.001 0
15532 0.028 0.006 0 280
15533 0.007 0.006 0 0
15534 0.008 0.006 0 0
15535 0.006 0 0.005 0
15536 0.007 0.003 0.003 0
15537 0.028 0.003 0.003 240
15538 0.023 0.006 0 100
15539 0.007 0.006 0 0
15540 0.043 0.006 0 300
15541 0.007 0.006 0 0
15542 0.007 0.005 0.001 0
15543 0.007 0.006 0 0
15544 0.008 0.005 0.001 0
15545 0.007 0.003 0.003 0
15546 0.006 0.006 0 0
15547 0.007 0 0.005 0
15548 0.007 0 0.005 0
15549 0.007 0.006 0 0
15550 0.008 0 0.005 0
15551 0.007 0.006 0 0
15552 0.007 0 0.005 0
15553 0.007 0.006 0 0
15554 0.008 0.006 0 0
15555 0.007 0 0.006 0
15556 0.009 0.003 0.003 0
15557 0.029 0.005 0.001 245
15558 0.007 0.006 0 0
15559 0.008 0.006 0 0
15560 0.007 0.006 0 0
15561 0.027 0.009 0 1854
15562 0.015 0.005 0.001 9
15563 0.007 0.003 0.003 0
15564 0.007 0.006 0 0
15565 0.026 0.006 0 255
15566 0.007 0.003 0.003 0
15567 0.006 0.005 0 0
15568 0.008 0 0.005 0
15569 0.007 0.003 0.003 0
15570 0.028 0.006 0 255
15571 0.007 0.003 0.003 0
15572 0.19 0.008 0.003 3478
15573 0.007 0 0.006 0
15574 0.007 0.006 0 0
15575 0.009 0 0.006 0
15576 0.007 0.006 0 0
15577 0.006 0.006 0 0
15578 0.007 0.001 0.005 0
15579 0.006 0.006 0 0
15580 0.006 0.005 0 0
15581 0.006 0.005 0 0
15582 0.006 0.005 0 0
15583 0.008 0 0.006 0
15584 0.109 0.004 0.005 2505
15585 0.118 0.01 0 2855
15586 0.027 0.006 0 86
15587 0.007 0.005 0.001 0
15588 0.007 0.003 0.003 0
15589 0.006 0.005 0 0
15590 0.024 0.006 0 225
15591 0.007 0.006 0 0
15592 0.007 0.006 0 0
15593 3.266 0.012 0 3651
15594 1.119 0.011 0 3651
15595 0.382 0.008 0.004 3651
15596 0.089 0 0.01 3227
15597 0.036 0.005 0.005 3034
15598 0.007 0.006 0 0
15599 0.007 0.001 0.005 0
15600 0.007 0.005 0 0
15601 0.21 0.011 0 3651
15602 0.129 0.005 0.005 2440
15603 0.092 0.01 0 2896
15604 0.008 0.006 0 0
15605 3.09 0.008 0.004 3651
15606 0.007 0.006 0 0
15607 0.013 0.006 0 0
15608 0.016 0.006 0 0
15609 0.018 0.006 0 0
15610 0.023 0.001 0.005 0
15611 0.022 0.006 0 0
15612 0.012 0.006 0.001 0
15613 0.012 0.006 0 0
15614 0.019 0 0.006 0
15615 0.012 0.006 0 1
15616 0.02 0.006 0 0
15617 0.019 0 0.006 5
15618 0.026 0 0.006 0
15619 0.013 0.006 0 0
15620 0.013 0.006 0 1
15621 0.012 0.005 0.001 0
15622 0.018 0.006 0 6
15623 0.018 0.003 0.003 0
15624 0.022 0.006 0 0
15625 0.007 0.006 0 0
15626 0.007 0 0.005 0
15627 0.021 0.004 0.002 0
15628 0.014 0.003 0.003 0
15629 0.02 0 0.006 0
15630 0.014 0.006 0 0
15631 0.021 0.003 0.003 0
15632 0.036 0.003 0.003 392
15633 0.013 0.006 0 0
15634 0.013 0 0.006 0
15635 0.007 0.006 0 0
15636 0.028 0.006 0 0
15637 0.013 0.006 0 0
15638 0.007 0 0.006 0
15639 0.007 0 0.006 0
15640 0.015 0.006 0 0
15641 0.018 0.006 0 0
15642 0.028 0.006 0 0
15643 0.016 0.006 0.001 0
15644 0.014 0.003 0.003 0
15645 0.007 0 0.006 0
15646 0.007 0 0.005 1
15647 0.022 0.006 0 0
15648 0.007 0.006 0 0
15649 0.025 0 0.006 245
15650 0.012 0 0.006 4
15651 0.012 0 0.006 0
15652 0.013 0.006 0 0
15653 0.022 0.006 0 1
15654 0.059 0.003 0.006 3142
15655 0.009 0 0.006 2
15656 0.007 0.006 0 0
15657 0.007 0.005 0 0
15658 0.013 0.006 0 0
15659 0.007 0.006 0 0
15660 0.014 0.006 0 0
15661 0.008 0.006 0 0
15662 0.016 0 0.006 0
15663 0.007 0 0.006 0
15664 0.006 0.003 0.003 0
15665 0.012 0 0.005 0
15666 0.015 0.006 0 0
15667 0.02 0.006 0 0
15668 0.02 0.003 0.003 0
15669 0.012 0.006 0 0
15670 0.006 0 0.005 0
15671 0.013 0 0.005 0
15672 0.031 0 0.006 138
15673 0.016 0.005 0.001 0
15674 0.019 0.003 0.003 392
15675 0.007 0.006 0 0
15676 0.019 0 0.005 0
15677 0.014 0 0.006 0
15678 0.014 0.006 0 0
15679 0.007 0.006 0 0
15680 0.014 0.003 0.003 0
15681 0.011 0.006 0 9
15682 0.008 0.003 0.003 0
15683 0.009 0 0.006 0
15684 0.052 0.002 0.005 584
15685 0.008 0.003 0.003 0
15686 0.008 0.006 0 0
15687 0.007 0.006 0 0
15688 0.008 0.003 0.003 0
15689 0.042 0.007 0 745
15690 0.083 0.003 0.005 840
15691 0.008 0.005 0 0
15692 0.008 0.006 0 0
15693 0.008 0.006 0 0
15694 0.038 0.003 0.003 261
15695 0.03 0.007 0 250
15696 2.074 0.006 0.005 3651
15697 0.017 0.007 0 745
15698 0.017 0.006 0 14
15699 0.171 0.005 0.006 3651
15700 0.007 0.006 0 0
15701 0.007 0.006 0.001 0
15702 0.007 0.006 0 0
15703 0.009 0 0.006 15
15704 0.007 0.006 0 0
15705 0.007 0.006 0 0
15706 0.063 0.005 0.002 805
15707 0.008 0.006 0 0
15708 0.007 0 0.006 0
15709 0.02 0.006 0 181
15710 0.007 0.006 0 0
15711 0.007 0 0.006 0
15712 0.007 0.003 0.003 0
15713 0.008 0.006 0 0
15714 0.018 0.006 0 93
15715 0.008 0 0.006 38
15716 0.007 0.006 0 0
15717 0.007 0.006 0 0
15718 0.021 0.006 0 160
15719 0.008 0.006 0 0
15720 0.007 0.006 0 0
15721 0.018 0.004 0.003 115
15722 0.008 0 0.006 0
15723 0.013 0.006 0 27
15724 0.008 0.006 0 0
15725 0.007 0.006 0 0
15726 0.007 0 0.006 0
15727 0.007 0.003 0.003 0
15728 0.021 0.006 0 165
15729 0.007 0.006 0 0
15730 0.007 0.006 0 0
15731 0.007 0.003 0.003 0
15732 0.008 0 0.006 0
15733 0.008 0.006 0 0
15734 0.006 0.006 0 0
15735 0.007 0.006 0 0
15736 0.02 0.006 0 140
15737 0.018 0.006 0 43
15738 0.025 0.003 0.004 249
15739 0.007 0.003 0.003 0
15740 0.024 0.005 0.001 218
15741 0.007 0.003 0.003 0
15742 0.057 0.005 0.002 564
15743 0.007 0.006 0 0
15744 0.007 0.001 0.005 0
15745 0.007 0.005 0 0
15746 0.008 0 0.005 0
15747 0.007 0.003 0.003 0
15748 0.031 0.005 0.001 205
15749 0.007 0.003 0.003 0
15750 0.007 0.005 0.001 0
15751 0.007 0.006 0 0
15752 0.007 0.005 0 0
15753 0.007 0.006 0 0
15754 0.037 0.006 0 291
15755 0.007 0 0.006 0
15756 0.065 0 0.007 725
15757 0.007 0.003 0.003 0
15758 0.008 0.005 0.001 244
15759 0.02 0.006 0 217
15760 0.017 0.007 0 205
15761 0.007 0.003 0.003 0
15762 0.007 0 0.006 0
15763 0.007 0.006 0 0
15764 0.007 0 0.005 0
15765 0.007 0.003 0.003 0
15766 0.008 0 0.005 0
15767 0.007 0 0.006 0
15768 0.022 0.007 0 860
15769 0.007 0.006 0 0
15770 0.028 0.003 0.003 250
15771 0.007 0.006 0 0
15772 0.007 0 0.006 0
15773 0.007 0.001 0.005 0
15774 0.007 0.003 0.003 0
15775 0.007 0.006 0 0
15776 0.007 0.001 0.005 0
15777 0.007 0.003 0.003 0
15778 0.008 0.006 0 0
15779 0.006 0.006 0 0
15780 0.008 0 0.006 0
15781 0.007 0.003 0.003 0
15782 0.007 0.006 0 0
15783 0.019 0.006 0 252
15784 0.025 0.005 0.001 50
15785 0.007 0.003 0.003 0
15786 0.007 0 0.005 0
15787 0.024 0.006 0 235
15788 0.042 0 0.006 290
15789 0.007 0.006 0 0
15790 0.008 0.006 0 0
15791 0.032 0.006 0 184
15792 0.031 0.006 0 255
15793 0.007 0 0.006 0
15794 0.007 0 0.006 0
15795 0.105 0.003 0.006 2485
15796 0.016 0.006 0 214
15797 0.008 0.003 0.003 0
15798 0.007 0.006 0 0
15799 0.007 0.003 0.003 0
15800 0.007 0.006 0 0
15801 0.01 0 0.006 306
15802 0.038 0.006 0.001 306
15803 0.007 0.006 0 0
15804 0.008 0.006 0 0
15805 0.007 0.003 0.003 0
15806 0.094 0 0.009 2185
15807 0.022 0.005 0.001 220
15808 0.007 0.003 0.003 0
15809 0.008 0.001 0.005 0
15810 0.008 0.006 0 0
15811 0.023 0 0.006 252
15812 0.007 0 0.006 0
15813 0.008 0 0.005 0
15814 0.131 0.005 0.005 3226
15815 3.405 0.008 0.004 3651
15816 0.083 0.011 0 3228
15817 0.11 0.007 0.003 3228
15818 0.007 0 0.006 0
15819 0.134 0.012 0 3651
15820 0.74 0.011 0 3651
15821 0.02 0.003 0.003 51
15822 0.092 0.006 0.004 2170
15823 0.095 0.004 0.007 2795
15824 0.134 0.008 0.004 3651
15825 0.007 0.006 0 0
15826 0.014 0.006 0 3
15827 0.016 0.003 0.003 6
15828 0.007 0.006 0 0
15829 0.014 0 0.006 0
15830 0.014 0 0.006 0
15831 0.015 0 0.006 0
15832 0.007 0 0.006 0
15833 0.012 0.006 0 0
15834 0.007 0.006 0 0
15835 0.014 0.006 0 1
15836 0.007 0.003 0.003 1
15837 0.015 0 0.006 0
15838 0.012 0 0.006 0
15839 0.008 0.006 0 1
15840 0.017 0.006 0 12
15841 0.015 0.006 0 4
15842 0.015 0.006 0 0
15843 0.007 0 0.006 0
15844 0.008 0.006 0 1
15845 0.013 0 0.006 0
15846 0.018 0.003 0.003 1
15847 0.015 0.006 0 0
15848 0.01 0.005 0.001 0
15849 0.015 0.006 0 2
15850 0.007 0.006 0 1
15851 0.015 0.001 0.005 0
15852 0.017 0.004 0.002 10
15853 0.016 0 0.006 6
15854 0.012 0.006 0 0
15855 0.013 0.006 0 0
15856 0.013 0.003 0.003 0
15857 0.016 0.006 0 0
15858 0.014 0.006 0 0
15859 0.007 0.006 0 0
15860 0.013 0.006 0 0
15861 0.013 0.006 0 0
15862 0.008 0.005 0 7
15863 0.013 0.006 0 0
15864 0.015 0.006 0 0
15865 0.013 0.005 0.001 0
15866 0.013 0.003 0.003 0
15867 0.056 0.006 0 56
15868 0.014 0 0.006 0
15869 0.063 0.007 0.003 3193
15870 0.007 0.006 0 0
15871 0.02 0 0.006 2
15872 0.013 0 0.006 0
15873 0.014 0 0.006 0
15874 0.008 0.006 0 3
15875 0.014 0.006 0 0
15876 0.039 0.007 0 306
15877 0.013 0 0.006 0
15878 0.016 0 0.006 1
15879 0.014 0.006 0 0
15880 0.007 0.006 0 1
15881 0.008 0.006 0 2
15882 0.016 0.006 0 0
15883 0.025 0.005 0.001 56
15884 0.007 0.003 0.003 0
15885 0.013 0.006 0 1
15886 0.014 0 0.006 0
15887 0.014 0.006 0 2
15888 0.007 0.006 0 0
15889 0.007 0.003 0.003 1
15890 0.007 0 0.005 1
15891 0.014 0.005 0.001 0
15892 0.007 0.006 0 0
15893 0.007 0.006 0 0
15894 0.007 0.006 0 0
15895 0.007 0.006 0 0
15896 0.014 0.006 0 0
15897 0.007 0.006 0 0
15898 0.007 0.006 0 0
15899 0.031 0 0.006 306
15900 0.031 0.007 0 306
15901 0.013 0.006 0 0
15902 0.007 0 0.006 0
15903 0.007 0.005 0 0
15904 0.013 0.006 0 0
15905 0.007 0.006 0 0
15906 0.012 0.006 0 0
15907 0.013 0.006 0 0
15908 0.015 0.006 0 0
15909 0.007 0.006 0 0
15910 0.007 0.006 0 0
15911 0.027 0 0.006 135
15912 0.008 0 0.006 0
15913 0.008 0 0.005 0
15914 0.007 0.006 0 0
15915 0.008 0.003 0.003 0
15916 0.007 0.006 0 0
15917 0.008 0.003 0.003 0
15918 0.007 0.006 0 0
15919 0.008 0.006 0 0
15920 0.008 0 0.006 0
15921 0.008 0.006 0 0
15922 0.007 0 0.006 0
15923 4.261 0.004 0.007 3651
15924 0.008 0.005 0.001 0
15925 0.007 0.006 0 0
15926 0.007 0.006 0 0
15927 0.007 0 0.005 0
15928 0.007 0.006 0 0
15929 0.007 0.006 0 0
15930 0.007 0 0.006 0
15931 0.017 0.003 0.003 51
15932 0.193 0.006 0.006 3534
15933 0.007 0 0.006 0
15934 0.035 0 0.006 255
15935 0.008 0.006 0 0
15936 0.007 0.005 0 0
15937 0.018 0.006 0 145
15938 0.007 0 0.006 0
15939 0.007 0.003 0.003 0
15940 0.009 0 0.006 15
15941 0.007 0.006 0 0
15942 0.008 0.006 0 0
15943 0.009 0.006 0 15
15944 0.007 0.006 0 0
15945 0.008 0 0.005 0
15946 0.008 0.006 0 0
15947 0.03 0.004 0.003 147
15948 0.007 0 0.006 0
15949 0.009 0.006 0 140
15950 0.008 0.006 0 0
15951 0.017 0.006 0 39
15952 0.016 0.007 0 180
15953 0.032 0.007 0 245
15954 0.009 0 0.006 0
15955 0.012 0.006 0 155
15956 0.007 0.006 0 0
15957 0.008 0.006 0 0
15958 0.007 0.006 0 0
15959 0.023 0.007 0 155
15960 0.007 0.003 0.003 0
15961 0.007 0.006 0 0
15962 0.007 0.003 0.003 0
15963 0.007 0.006 0 0
15964 0.007 0 0.006 0
15965 0.022 0.006 0 249
15966 0.027 0 0.006 233
15967 0.007 0.006 0 0
15968 0.007 0 0.006 0
15969 0.007 0.005 0.001 0
15970 0.028 0.006 0 245
15971 0.008 0 0.006 0
15972 0.007 0.006 0 0
15973 0.007 0 0.006 0
15974 0.008 0 0.006 0
15975 0.025 0.007 0 240
15976 0.007 0.006 0 0
15977 0.007 0.003 0.003 0
15978 0.007 0 0.006 0
15979 0.009 0.007 0 0
15980 0.007 0.006 0 0
15981 0.031 0.006 0 250
15982 0.044 0 0.006 305
15983 0.007 0.006 0 0
15984 0.013 0 0.006 280
15985 0.058 0.007 0 625
15986 0.018 0.003 0.003 98
15987 0.007 0.006 0 0
15988 0.009 0 0.006 0
15989 0.05 0 0.006 470
15990 0.007 0.006 0 0
15991 0.007 0.006 0 0
15992 0.007 0.006 0 0
15993 0.007 0.006 0 0
15994 0.009 0.006 0 0
15995 0.007 0.006 0 0
15996 0.044 0 0.006 466
15997 0.117 0.008 0 1260
15998 0.007 0 0.006 0
15999 0.007 0.006 0 0
16000 0.04 0.006 0 255
16001 0.007 0.003 0.003 0
16002 0.011 0 0.007 300
16003 0.007 0.006 0 0
16004 0.007 0.006 0 0
16005 0.007 0 0.006 0
16006 0.007 0.003 0.003 0
16007 0.029 0 0.006 240
16008 0.007 0 0.006 0
16009 0.038 0 0.006 205
16010 0.007 0.006 0 0
16011 0.027 0.006 0 306
16012 0.007 0.006 0 0
16013 0.007 0 0.006 0
16014 0.007 0.003 0.003 0
16015 0.06 0.009 0 1773
16016 0.008 0.006 0 0
16017 0.007 0.006 0 0
16018 0.007 0.006 0 0
16019 0.214 0.012 0 3651
16020 0.007 0 0.006 0
16021 0.007 0.006 0 0
16022 0.006 0 0.005 0
16023 0.008 0.005 0.001 0
16024 0.007 0.006 0 0
16025 0.008 0.005 0.001 0
16026 0.034 0.004 0.003 190
16027 0.008 0.006 0 0
16028 0.007 0.003 0.003 0
16029 0.217 0.012 0 3651
16030 0.007 0 0.006 0
16031 0.007 0 0.006 0
16032 0.007 0.003 0.003 0
16033 0.007 0 0.005 0
16034 0.007 0.006 0 0
16035 0.008 0 0.006 0
16036 3.58 0.008 0.004 3651
16037 0.116 0.006 0.005 3225
16038 1.195 0.011 0 3651
16039 0.109 0.011 0 3229
16040 0.015 0 0.006 51
16041 0.007 0.006 0 0
16042 0.007 0.006 0 0
16043 2.277 0.006 0.005 3651
16044 0.014 0.006 0 0
16045 0.007 0.005 0.001 0
16046 0.012 0.006 0 7
16047 0.014 0.005 0.001 0
16048 0.015 0.006 0 8
16049 0.007 0.005 0.001 0
16050 0.015 0.006 0 0
16051 0.015 0 0.006 0
16052 0.014 0.006 0 18
16053 0.022 0.003 0.003 2
16054 0.013 0.006 0 0
16055 0.012 0 0.006 0
16056 0.018 0.006 0 1
16057 0.013 0.006 0 2
16058 0.02 0.006 0 0
16059 0.011 0.006 0 0
16060 0.013 0.006 0 0
16061 0.014 0.006 0 0
16062 0.014 0.005 0 0
16063 0.049 0.007 0 306
16064 0.013 0 0.006 0
16065 0.015 0 0.006 0
16066 0.007 0.006 0 0
16067 0.019 0 0.006 0
16068 0.021 0 0.006 0
16069 0.007 0.003 0.003 0
16070 0.014 0 0.005 0
16071 0.014 0 0.006 0
16072 0.014 0.006 0 0
16073 0.007 0 0.006 0
16074 0.007 0.003 0.003 0
16075 0.104 0.009 0 2200
16076 0.008 0.005 0 0
16077 0.007 0.006 0 0
16078 0.008 0.005 0 0
16079 0.007 0 0.005 0
16080 0.008 0 0.005 0
16081 0.025 0.006 0 250
16082 0.007 0.006 0 0
16083 0.008 0 0.006 0
16084 0.006 0.003 0.003 0
16085 0.006 0.005 0 0
16086 0.007 0.005 0 0
16087 0.008 0.006 0 0
16088 0.038 0.006 0 285
16089 0.01 0.006 0 306
16090 0.007 0.006 0 0
16091 0.109 0 0.01 3037
16092 0.164 0.004 0.007 3651
16093 0.099 0.004 0.005 2526
16094 0.195 0.007 0.004 3651
16095 1.774 0.007 0.003 3651
16096 0.02 0.005 0.001 4
16097 0.015 0.003 0.003 9
16098 0.017 0 0.006 36
16099 0.016 0.006 0 9
16100 0.009 0.006 0 7
16101 0.021 0 0.006 0
16102 0.007 0.006 0 0
16103 0.013 0 0.006 0
16104 0.029 0 0.006 0
16105 0.013 0.006 0 0
16106 0.014 0.005 0.001 0
16107 0.011 0.006 0 0
16108 0.007 0.006 0 0
16109 0.013 0.006 0 0
16110 0.007 0.006 0 0
16111 0.019 0 0.006 0
16112 0.054 0.007 0 313
16113 0.015 0.005 0.001 18
16114 0.018 0.006 0 0
16115 0.017 0.003 0.003 0
16116 0.024 0.006 0 0
16117 0.015 0.006 0.001 0
16118 0.021 0 0.006 0
16119 0.016 0.003 0.003 0
16120 0.013 0.006 0 0
16121 0.007 0.005 0.001 0
16122 0.03 0 0.006 2
16123 0.021 0 0.006 0
16124 0.015 0 0.006 0
16125 0.058 0.01 0 3142
16126 0.015 0 0.006 1
16127 0.017 0.003 0.003 0
16128 0.012 0 0.006 0
16129 0.017 0.006 0 0
16130 0.023 0.006 0 0
16131 0.019 0.006 0 0
16132 0.018 0.006 0 0
16133 0.021 0.006 0 0
16134 0.02 0.006 0 0
16135 0.015 0.003 0.003 0
16136 0.007 0 0.006 0
16137 0.02 0.003 0.003 0
16138 0.007 0.006 0 0
16139 0.014 0 0.006 9
16140 0.015 0 0.006 6
16141 0.007 0.006 0 0
16142 0.014 0.006 0 1
16143 0.008 0.006 0.001 2
16144 0.009 0.006 0 2
16145 0.066 0.005 0.004 3193
16146 0.007 0 0.006 0
16147 0.007 0 0.005 1
16148 0.023 0.006 0 33
16149 0.007 0.006 0 0
16150 0.014 0 0.005 0
16151 0.008 0.006 0 2
16152 0.014 0.006 0 2
16153 0.013 0 0.006 0
16154 0.007 0.006 0 0
16155 0.009 0 0.005 3
16156 0.015 0.006 0 0
16157 0.008 0 0.006 1
16158 0.015 0.006 0 3
16159 0.014 0 0.006 0
16160 0.015 0.006 0 0
16161 0.007 0.006 0 0
16162 0.015 0.003 0.003 8
16163 0.007 0.006 0 0
16164 0.02 0 0.005 0
16165 0.007 0.006 0 0
16166 0.011 0.005 0.001 0
16167 0.013 0.006 0 0
16168 0.015 0.006 0 0
16169 0.016 0.006 0 0
16170 0.021 0.007 0 0
16171 0.013 0.006 0 0
16172 0.02 0.006 0 0
16173 0.014 0.006 0 0
16174 0.015 0.005 0.001 0
16175 0.014 0.006 0 0
16176 0.03 0.006 0 56
16177 0.022 0.006 0 0
16178 0.015 0 0.006 0
16179 0.007 0.003 0.003 0
16180 0.066 0.005 0.005 3220
16181 0.023 0.003 0.003 0
16182 0.016 0.006 0 0
16183 0.007 0 0.006 0
16184 0.007 0 0.005 0
16185 0.007 0.006 0 0
16186 0.008 0 0.005 0
16187 0.007 0.006 0 0
16188 0.007 0.006 0 0
16189 0.007 0.003 0.003 0
16190 0.007 0 0.005 0
16191 0.007 0.006 0 0
16192 0.007 0.003 0.003 0
16193 0.009 0.006 0 222
16194 0.006 0 0.005 0
16195 0.006 0.006 0 0
16196 0.007 0 0.005 0
16197 0.007 0.003 0.003 0
16198 0.007 0.006 0 0
16199 0.007 0 0.005 0
16200 0.006 0.006 0 0
16201 0.034 0.006 0 230
16202 0.198 0.005 0.006 3514
16203 0.007 0 0.006 0
16204 0.007 0.006 0 0
16205 0.007 0.006 0 0
16206 0.007 0.005 0 0
16207 0.006 0.005 0 0
16208 0.008 0 0.005 0
16209 0.011 0.006 0 146
16210 0.014 0.006 0 150
16211 0.007 0.006 0 0
16212 0.007 0.006 0 0
16213 0.008 0.006 0 0
16214 0.037 0.003 0.004 200
16215 0.027 0.003 0.003 153
16216 0.008 0 0.006 2
16217 0.007 0.006 0 0
16218 0.008 0 0.005 0
16219 0.008 0 0.006 0
16220 0.007 0 0.005 2
16221 0.006 0 0.005 0
16222 0.006 0 0.006 0
16223 0.008 0.006 0 0
16224 0.036 0.003 0.003 210
16225 0.007 0.006 0 0
16226 0.007 0.006 0 0
16227 0.007 0.006 0 0
16228 0.008 0 0.005 0
16229 0.007 0.005 0 0
16230 0.007 0.005 0.001 0
16231 0.007 0.006 0 0
16232 0.007 0.006 0 0
16233 0.008 0 0.006 0
16234 0.015 0.001 0.005 165
16235 0.015 0.003 0.003 40
16236 0.007 0 0.006 0
16237 0.007 0.006 0 0
16238 0.008 0.006 0 0
16239 0.007 0.006 0 0
16240 0.007 0.006 0 0
16241 0.007 0 0.005 0
16242 0.008 0.006 0 0
16243 0.007 0.006 0 0
16244 0.026 0.006 0 249
16245 0.007 0.006 0 0
16246 0.007 0.001 0.005 0
16247 0.007 0.006 0 0
16248 0.009 0 0.006 245
16249 0.008 0 0.006 0
16250 0.059 0.007 0 758
16251 0.007 0.006 0 0
16252 0.023 0.006 0 239
16253 0.007 0.006 0 0
16254 0.02 0.002 0.005 814
16255 0.064 0.006 0.002 545
16256 0.007 0.003 0.003 0
16257 0.007 0.006 0 0
16258 0.027 0.006 0 230
16259 0.009 0.006 0 0
16260 0.007 0.006 0 0
16261 0.009 0 0.006 250
16262 0.008 0.006 0 0
16263 0.007 0.006 0 0
16264 0.007 0.006 0 0
16265 0.007 0.006 0 0
16266 0.034 0 0.006 220
16267 0.007 0.006 0 0
16268 0.027 0.007 0 230
16269 0.007 0.006 0 0
16270 0.007 0.006 0 0
16271 0.022 0 0.006 230
16272 0.007 0.006 0 0
16273 0.008 0.006 0 0
16274 0.016 0.004 0.003 470
16275 0.029 0 0.006 312
16276 0.007 0 0.006 0
16277 0.007 0.006 0 0
16278 0.008 0 0.006 0
16279 0.021 0.001 0.005 220
16280 0.034 0.006 0 300
16281 0.007 0 0.006 0
16282 0.007 0.006 0 0
16283 0.008 0.006 0 0
16284 0.007 0 0.005 0
16285 0.007 0.003 0.003 0
16286 0.026 0 0.006 320
16287 0.023 0 0.006 215
16288 0.035 0.003 0.003 300
16289 0.023 0.006 0 100
16290 0.007 0.006 0 0
16291 0.007 0.006 0 0
16292 0.007 0.005 0 0
16293 0.008 0.006 0 0
16294 0.008 0 0.005 0
16295 0.011 0 0.006 315
16296 0.008 0 0.005 0
16297 0.029 0.006 0 306
16298 0.007 0 0.006 0
16299 0.008 0.006 0 0
16300 0.008 0.005 0 0
16301 0.009 0.006 0 0
16302 0.007 0.006 0 0
16303 0.007 0.006 0 0
16304 0.007 0 0.005 0
16305 0.008 0 0.005 0
16306 0.007 0.005 0 0
16307 0.008 0 0.006 0
16308 0.006 0 0.005 0
16309 0.006 0.006 0 0
16310 0.007 0.006 0 23
16311 0.007 0 0.005 0
16312 0.007 0.006 0 0
16313 0.006 0.006 0 0
16314 0.008 0.003 0.003 0
16315 0.007 0.006 0 0
16316 0.006 0.006 0 0
16317 0.006 0.005 0 0
16318 0.006 0.006 0 0
16319 0.007 0.006 0 0
16320 0.008 0 0.005 0
16321 0.007 0.006 0 0
16322 0.008 0.006 0 0
16323 0.007 0.006 0 0
16324 0.008 0.006 0 0
16325 0.007 0.005 0 0
16326 0.036 0 0.006 285
16327 0.007 0.005 0 0
16328 0.019 0.005 0.001 205
16329 0.007 0.003 0.003 0
16330 0.007 0.006 0 0
16331 0.006 0.005 0 0
16332 0.006 0 0.005 0
16333 0.007 0.003 0.003 0
16334 0.097 0.007 0.003 3228
16335 0.007 0.006 0 0
16336 2.963 0.004 0.007 3651
16337 0.094 0.01 0 3223
16338 0.406 0.004 0.007 3651
16339 0.007 0 0.006 0
16340 0.015 0.003 0.003 51
16341 0.018 0.006 0 51
16342 0.154 0.004 0.007 3072
16343 0.007 0 0.006 0
16344 0.196 0.007 0.004 3651
16345 0.178 0.008 0.004 3651
16346 0.008 0 0.006 2
16347 0.015 0.006 0 3
16348 0.013 0.006 0 0
16349 0.014 0.003 0.003 3
16350 0.007 0.005 0 3
16351 0.007 0.006 0 0
16352 0.007 0.003 0.003 1
16353 0.014 0.006 0 0
16354 0.014 0.006 0 8
16355 0.007 0.006 0 0
16356 0.007 0.006 0 0
16357 0.013 0.006 0 0
16358 0.007 0.006 0 0
16359 0.014 0.006 0 0
16360 0.007 0 0.006 0
16361 0.007 0 0.006 1
16362 0.007 0.006 0 0
16363 0.022 0.006 0 3
16364 0.013 0 0.006 0
16365 0.013 0 0.006 0
16366 0.007 0 0.006 0
16367 0.061 0.01 0 3277
16368 0.017 0.003 0.003 1
16369 0.007 0.006 0 0
16370 0.016 0.006 0 0
16371 0.007 0 0.006 0
16372 0.007 0.006 0 0
16373 0.007 0 0.005 0
16374 0.007 0.003 0.003 0
16375 0.007 0 0.005 0
16376 0.008 0.003 0.003 0
16377 0.048 0 0.007 384
16378 0.261 0.006 0 384
16379 0.016 0 0.006 0
16380 0.022 0.003 0.003 6
16381 0.007 0.003 0.003 0
16382 0.007 0 0.006 0
16383 0.013 0 0.006 0
16384 0.018 0 0.006 0
16385 0.014 0.003 0.003 0
16386 0.009 0.006 0 0
16387 0.009 0 0.006 3
16388 0.015 0.005 0.001 2
16389 0.016 0.003 0.003 0
16390 0.018 0.006 0 2
16391 0.014 0 0.006 0
16392 0.016 0.006 0 21
16393 0.017 0.006 0 0
16394 0.014 0.006 0 0
16395 0.018 0.006 0 1
16396 0.016 0.006 0 2
16397 0.007 0.006 0 1
16398 0.014 0.005 0.001 5
16399 0.013 0.005 0.001 1
16400 0.017 0.005 0.001 0
16401 0.007 0.006 0 0
16402 0.007 0.006 0 0
16403 0.061 0.005 0.005 3277
16404 0.048 0.01 0 3276
16405 0.007 0 0.006 0
16406 0.007 0.006 0 0
16407 0.007 0.006 0 0
16408 0.013 0.006 0 0
16409 0.014 0.006 0 0
16410 0.007 0.006 0 0
16411 0.015 0.006 0 0
16412 0.207 0.005 0.001 306
16413 0.007 0.006 0 0
16414 0.038 0 0.006 306
16415 0.007 0.006 0 0
16416 0.013 0.006 0 0
16417 0.014 0.006 0 0
16418 0.008 0.005 0.001 0
16419 0.015 0.003 0.003 0
16420 0.012 0.001 0.005 0
16421 0.015 0.003 0.003 0
16422 0.014 0 0.006 0
16423 0.014 0.006 0 0
16424 0.014 0.006 0 0
16425 0.008 0.006 0 0
