no real user sys rows
4021 1.646 0.005 0.003 2052
4022 1.301 0.008 0 1940
4023 0.081 0.003 0.006 3276
4024 0.112 0.009 0 3276
4025 0.935 0.008 0 2087
4026 1.68 0.005 0.003 2082
4027 0.134 0.008 0 1912
4028 1.679 0.008 0 2169
4029 1.789 0 0.008 2077
4030 1.876 0.005 0.003 2147
4031 0.069 0.006 0 0
4032 0.022 0 0.005 0
4033 0.09 0.005 0 38
4034 0.051 0.009 0 3276
4035 1.6 0.007 0 2151
4036 0.098 0.009 0 3276
4037 0.1 0.01 0 3276
4038 0.147 0 0.009 3276
4039 1.856 0.003 0.005 2194
4040 1.561 0.003 0.005 2048
4041 0.751 0.008 0 1777
4042 1.751 0 0.008 2158
4043 1.726 0.009 0 2114
4044 0.102 0.005 0.003 2033
4045 0.059 0.007 0 1378
4046 0.121 0.005 0.002 2077
4047 1.696 0.008 0 2092
4048 2.108 0.008 0 1939
4049 0.079 0 0.01 3276
4050 1.959 0.006 0.003 2197
4051 0.13 0.007 0.004 3279
4052 0.135 0.004 0.007 3276
4053 0.152 0.009 0 3276
4054 1.752 0.008 0 2155
4055 1.112 0.008 0 2061
4056 0.073 0.006 0.003 3276
4057 0.101 0.009 0 3276
4058 0.152 0.008 0 2137
4059 0.111 0.009 0 3276
4060 0.075 0.009 0 3276
4061 0.064 0.009 0 3276
4062 1.323 0.01 0 3280
4063 0.024 0.006 0 0
4064 0.062 0.005 0.001 32
4065 0.048 0.006 0 0
4066 0.047 0 0.006 25
4067 0.022 0 0.006 0
4068 0.018 0.001 0.005 0
4069 1.584 0.005 0.003 2097
4070 1.28 0 0.008 2101
4071 0.074 0.008 0.003 3276
4072 0.124 0.008 0 2147
4073 0.567 0.008 0 2194
4074 0.111 0.01 0 3276
4075 0.086 0.005 0.004 3276
4076 0.139 0.007 0.003 3276
4077 0.067 0.007 0.003 3276
4078 0.12 0.003 0.006 3276
4079 1.7 0.009 0 2113
4080 0.127 0 0.009 3279
4081 0.12 0.006 0 42
4082 0.063 0 0.006 0
4083 0.025 0 0.006 0
4084 0.061 0.003 0.003 0
4085 0.057 0.006 0 0
4086 0.069 0.006 0 0
4087 0.055 0.003 0.003 0
4088 0.062 0.005 0.001 1
4089 0.067 0.006 0 1
4090 0.023 0 0.006 1
4091 0.026 0.006 0 1
4092 0.021 0.006 0 0
4093 0.059 0.003 0.003 1
4094 0.024 0.006 0 0
4095 0.025 0 0.006 1
4096 0.058 0.003 0.003 0
4097 0.055 0.001 0.005 0
4098 0.065 0 0.006 0
4099 0.057 0 0.006 0
4100 0.049 0.006 0 0
4101 0.026 0.006 0 1
4102 0.029 0.006 0 0
4103 0.029 0 0.006 0
4104 0.066 0.006 0 0
4105 0.021 0.006 0 0
4106 0.023 0 0.006 0
4107 0.03 0.006 0 1
4108 0.057 0.003 0.003 0
4109 0.03 0 0.006 1
4110 0.087 0.003 0.003 1
4111 0.026 0.006 0 1
4112 0.025 0.006 0 0
4113 0.067 0.005 0.001 0
4114 0.026 0.006 0 0
4115 0.014 0.006 0 0
4116 0.018 0.006 0 0
4117 0.01 0.006 0 1
4118 0.031 0.003 0.003 0
4119 0.06 0 0.006 1
4120 0.023 0 0.006 1
4121 0.027 0.005 0.001 1
4122 0.024 0.006 0 0
4123 0.023 0 0.006 0
4124 0.009 0 0.006 0
4125 0.046 0 0.006 0
4126 0.047 0 0.006 0
4127 0.024 0 0.006 0
4128 0.025 0.003 0.003 0
4129 0.021 0.006 0 0
4130 0.024 0.006 0 1
4131 0.024 0.006 0 1
4132 0.022 0.006 0.001 1
4133 0.024 0.007 0.001 0
4134 0.022 0.006 0 0
4135 0.024 0.006 0 0
4136 0.014 0.003 0.003 0
4137 0.015 0.001 0.005 0
4138 0.015 0.006 0 1
4139 0.015 0 0.006 1
4140 0.012 0 0.006 0
4141 0.052 0.006 0 0
4142 0.026 0.006 0 1
4143 0.022 0.006 0 0
4144 0.022 0.006 0 1
4145 0.024 0 0.006 0
4146 0.008 0 0.006 1
4147 0.024 0.006 0 0
4148 0.025 0.006 0 0
4149 0.01 0.006 0 1
4150 0.064 0 0.006 1
4151 0.025 0 0.006 0
4152 0.008 0.006 0 0
4153 0.024 0.003 0.003 0
4154 0.021 0.004 0.003 0
4155 0.021 0 0.006 1
4156 0.023 0.003 0.003 0
4157 0.01 0.006 0 0
4158 0.01 0 0.006 0
4159 0.025 0 0.006 1
4160 0.023 0.003 0.003 0
4161 0.009 0.006 0 0
4162 0.019 0.006 0 0
4163 0.059 0.006 0 1
4164 0.026 0 0.006 1
4165 0.021 0.006 0 1
4166 0.021 0.006 0 0
4167 0.026 0.003 0.003 0
4168 0.007 0.006 0 0
4169 0.046 0.006 0.001 0
4170 0.026 0.006 0 1
4171 0.024 0.003 0.003 1
4172 0.009 0.003 0.003 1
4173 0.02 0 0.006 1
4174 0.065 0 0.006 1
4175 0.026 0.006 0 0
4176 0.024 0 0.006 1
4177 0.025 0.006 0 0
4178 0.062 0.005 0.001 0
4179 0.019 0.006 0 0
4180 0.024 0 0.006 1
4181 0.025 0.006 0 0
4182 0.022 0.006 0 0
4183 0.023 0.006 0 1
4184 0.022 0.003 0.003 0
4185 0.06 0.006 0 0
4186 0.027 0.005 0.001 1
4187 0.023 0.006 0 1
4188 0.009 0.006 0 0
4189 0.021 0 0.006 0
4190 0.054 0 0.006 1
4191 0.028 0 0.006 0
4192 0.064 0.003 0.003 0
4193 0.026 0.006 0 0
4194 0.025 0 0.006 0
4195 0.058 0.006 0 0
4196 0.023 0.006 0 0
4197 0.024 0.006 0 0
4198 0.024 0.003 0.003 0
4199 0.06 0.006 0 0
4200 0.024 0.006 0 0
4201 0.023 0.006 0 0
4202 0.066 0.006 0 1
4203 0.024 0.007 0 0
4204 0.02 0.007 0 0
4205 0.062 0.006 0 1
4206 0.025 0.003 0.003 0
4207 0.024 0.006 0 0
4208 0.028 0.006 0 1
4209 0.021 0.006 0 0
4210 0.056 0.003 0.003 0
4211 0.026 0.003 0.003 0
4212 0.026 0.006 0.001 1
4213 0.021 0.006 0 0
4214 0.022 0.003 0.003 1
4215 0.021 0.006 0 0
4216 0.023 0.003 0.003 0
4217 0.055 0.006 0 0
4218 0.025 0.006 0 1
4219 0.031 0 0.006 0
4220 0.026 0.003 0.003 0
4221 0.013 0 0.006 1
4222 0.057 0.004 0.003 1
4223 0.024 0 0.006 0
4224 0.056 0.006 0 0
4225 0.023 0.003 0.003 0
4226 0.024 0.003 0.003 1
4227 0.064 0.006 0 1
4228 0.051 0.006 0 1
4229 0.025 0.006 0 0
4230 0.022 0.006 0.001 0
4231 0.024 0 0.006 0
4232 0.021 0.006 0 0
4233 0.056 0.005 0.001 0
4234 0.025 0 0.006 1
4235 0.023 0 0.006 0
4236 0.01 0.006 0 1
4237 0.075 0 0.005 0
4238 0.032 0.006 0 1
4239 0.028 0 0.006 1
4240 0.022 0.001 0.005 0
4241 0.026 0.006 0 1
4242 0.066 0.006 0 0
4243 0.032 0.006 0 1
4244 0.034 0.006 0 0
4245 0.042 0.006 0 0
4246 0.009 0.006 0 0
4247 0.008 0 0.005 0
4248 0.007 0 0.005 0
4249 0.029 0.006 0 1
4250 0.012 0.006 0 0
4251 0.034 0 0.006 0
4252 0.01 0.006 0 0
4253 0.01 0 0.005 0
4254 0.009 0.006 0 1
4255 0.009 0 0.006 0
4256 0.013 0.003 0.003 1
4257 0.011 0.006 0 0
4258 0.009 0.005 0 0
4259 0.024 0 0.006 1
4260 0.012 0 0.007 0
4261 0.011 0.003 0.003 0
4262 0.009 0.006 0 1
4263 0.026 0.006 0 0
4264 0.022 0.007 0 1
4265 0.023 0 0.006 0
4266 0.024 0.006 0 0
4267 0.009 0.006 0 0
4268 0.015 0 0.006 1
4269 0.009 0.006 0 0
4270 0.011 0.006 0 0
4271 0.01 0 0.006 0
4272 0.013 0.006 0 0
4273 0.01 0 0.006 1
4274 0.009 0.006 0 1
4275 0.011 0.006 0 0
4276 0.025 0 0.006 0
4277 0.019 0 0.006 1
4278 0.025 0.006 0 0
4279 0.021 0 0.006 1
4280 0.011 0 0.006 0
4281 0.012 0.006 0 1
4282 0.009 0.006 0 0
4283 0.018 0 0.006 1
4284 0.009 0.006 0 1
4285 0.02 0 0.006 0
4286 0.017 0.006 0 1
4287 0.032 0 0.006 0
4288 0.03 0.005 0.001 0
4289 0.031 0.006 0 0
4290 0.028 0.003 0.003 0
4291 0.03 0.006 0 1
4292 0.029 0 0.006 0
4293 0.028 0.006 0 1
4294 0.068 0.005 0.001 0
4295 0.031 0.006 0 1
4296 0.028 0.003 0.003 1
4297 0.023 0 0.006 1
4298 0.023 0 0.006 0
4299 0.061 0.006 0 1
4300 0.025 0.006 0 0
4301 0.076 0.006 0 1
4302 0.031 0.006 0 1
4303 0.03 0 0.006 0
4304 0.068 0.005 0.001 1
4305 0.03 0 0.006 1
4306 0.044 0.003 0.003 0
4307 0.029 0.003 0.003 1
4308 0.034 0.006 0 0
4309 0.039 0.006 0 1
4310 0.033 0.001 0.005 1
4311 0.107 0.007 0.003 3276
4312 0.071 0.006 0.003 3276
4313 0.73 0.006 0.002 988
4314 0.294 0.007 0 1007
4315 0.155 0.006 0 0
4316 0.558 0.008 0 1232
4317 0.545 0.008 0 1288
4318 0.724 0.008 0 1400
4319 1.156 0.008 0 1400
4320 0.221 0 0.006 0
4321 0.634 0.006 0.002 1512
4322 0.728 0.003 0.005 1568
4323 0.099 0.004 0.005 1753
4324 0.116 0.008 0 1260
4325 0.12 0 0.007 871
4326 0.126 0.009 0 1726
4327 0.138 0.008 0 984
4328 0.086 0.003 0.005 1233
4329 0.104 0.008 0 1187
4330 0.115 0.003 0.006 1323
4331 0.044 0.008 0 1187
4332 0.123 0.008 0 1344
4333 0.111 0.009 0 1445
4334 0.122 0.008 0 1344
4335 0.097 0.008 0 1119
4336 0.515 0.003 0.005 1624
4337 0.623 0.008 0 1680
4338 0.709 0 0.008 1736
4339 0.707 0.008 0 1792
4340 1.147 0.008 0 1716
4341 0.886 0.008 0 1904
4342 0.568 0.009 0 1960
4343 0.562 0.009 0 2016
4344 0.674 0.006 0.003 2072
4345 0.644 0.009 0 2128
4346 0.009 0 0.006 0
4347 0.611 0.009 0 2184
4348 0.658 0.006 0.003 2240
4349 1.32 0.009 0 2296
4350 0.696 0.006 0.003 2352
4351 0.64 0.01 0 2408
4352 1.071 0.009 0 2288
4353 1.134 0.004 0.005 2520
4354 0.685 0.009 0 2576
4355 0.687 0.006 0.004 2632
4356 0.797 0.009 0 2688
4357 0.02 0.007 0 106
4358 0.705 0.006 0.003 2744
4359 0.73 0.009 0 2800
4360 0.946 0.01 0 2856
4361 0.746 0.009 0 2912
4362 0.747 0 0.01 2968
4363 1.291 0.006 0.003 2808
4364 0.85 0.01 0 3080
4365 0.786 0 0.009 2912
4366 0.847 0.01 0 3192
4367 1.864 0.01 0 2984
4368 0.254 0.007 0 224
4369 1.177 0.012 0 3304
4370 0.834 0.01 0 3360
4371 0.866 0.008 0.002 3416
4372 0.74 0 0.007 887
4373 1.021 0.006 0.004 3528
4374 1.111 0.01 0 3640
4375 1.506 0.011 0 3640
4376 0.952 0.01 0 3640
4377 1.028 0.005 0.005 3640
4378 1.333 0.005 0.005 3640
4379 0.934 0.006 0.005 3640
4380 1.212 0.005 0.005 3640
4381 2.091 0 0.01 3640
4382 1.036 0.005 0.005 3640
4383 0.873 0.01 0 3640
4384 0.893 0 0.01 3640
4385 1.697 0.01 0 3127
4386 1.708 0.004 0.007 3604
4387 1.151 0.005 0.005 3604
4388 1.134 0.006 0.005 3604
4389 0.262 0.003 0.004 260
4390 0.03 0 0.006 0
4391 0.031 0.007 0 0
4392 0.268 0.007 0 336
4393 0.069 0 0.006 0
4394 0.28 0.007 0 392
4395 0.033 0 0.006 0
4396 0.045 0.006 0 0
4397 3.791 0.007 0.003 3528
4399 0.006 0.006 0 0
4400 6.005 0.01 0 3651
4401 0.16 0.007 0.003 3651
4402 0.007 0.006 0 0
4403 0.007 0 0.006 0
4404 0.007 0.006 0 0
4405 0.007 0 0.006 0
4406 0.007 0.005 0.001 0
4407 0.007 0.006 0 0
4408 0.007 0.005 0 0
4409 0.007 0.005 0.001 0
4410 0.007 0.003 0.003 0
4411 0.007 0.006 0 0
4412 0.007 0.003 0.003 0
4413 0.007 0.006 0 0
4414 0.007 0.006 0 0
4415 0.007 0.006 0 0
4416 0.007 0.006 0 0
4417 0.007 0.006 0 0
4418 0.007 0.006 0 0
4419 0.007 0.003 0.003 0
4420 0.007 0 0.005 0
4421 0.007 0.006 0 0
4422 0.007 0.003 0.003 0
4423 0.008 0.006 0 0
4424 0.007 0.003 0.003 0
4425 0.007 0 0.005 0
4426 0.007 0.006 0 0
4427 0.007 0.006 0 0
4428 0.007 0 0.005 0
4429 0.006 0.006 0 0
4430 0.007 0 0.005 0
4431 0.006 0.006 0 0
4432 0.006 0.005 0 0
4433 0.007 0.006 0 0
4434 0.006 0.003 0.003 0
4435 0.006 0.006 0 0
4436 0.006 0 0.005 0
4437 0.007 0.003 0.003 0
4438 0.006 0 0.005 0
4439 0.007 0 0.006 0
4440 0.007 0 0.005 0
4441 0.007 0.006 0 0
4442 0.007 0.006 0 0
4443 0.007 0 0.005 0
4444 0.007 0 0.005 0
4445 0.007 0 0.005 0
4446 0.007 0 0.006 0
4447 0.006 0.006 0 0
4448 0.007 0.001 0.005 0
4449 0.006 0 0.005 0
4450 0.006 0.005 0 0
4451 0.006 0 0.005 0
4452 0.006 0 0.005 0
4453 0.006 0.006 0 0
4454 0.006 0.003 0.003 0
4455 0.007 0.006 0 0
4456 0.006 0.001 0.005 0
4457 0.006 0.006 0 0
4458 0.006 0.006 0 0
4459 0.008 0.005 0 0
4460 0.006 0.003 0.003 0
4461 0.008 0.005 0 0
4462 0.006 0.006 0 0
4463 0.006 0.003 0.003 0
4464 0.006 0 0.006 0
4465 0.006 0.006 0 0
4466 0.007 0.005 0 0
4467 0.006 0.006 0 0
4468 0.006 0.003 0.003 0
4469 0.006 0.006 0 0
4470 0.006 0.005 0 0
4471 0.006 0.005 0 0
4472 0.006 0.005 0 0
4473 0.006 0.006 0 0
4474 0.006 0.006 0 0
4475 0.007 0 0.006 0
4476 0.006 0.005 0 0
4477 0.006 0.005 0 0
4478 0.006 0.005 0 0
4479 0.051 0.006 0 5
4480 0.086 0.003 0.006 2139
4481 0.069 0.003 0.003 1
4482 0.122 0.006 0 5
4483 9.528 0 0.007 200
4484 2.207 0.007 0 0
4485 15.997 0.007 0 0
4486 0.036 0.006 0 0
4487 0.017 0.007 0 0
4488 0.015 0.006 0 0
4489 0.019 0 0.006 0
4490 0.066 0 0.006 0
4491 0.07 0.003 0.003 0
4492 0.089 0.006 0 0
4493 0.035 0.006 0 45
4494 0.017 0 0.006 1
4495 0.032 0.006 0 0
4496 0.024 0.006 0 0
4497 0.029 0.005 0.001 0
4498 0.055 0.006 0 7
4499 0.046 0.006 0 0
4500 0.028 0.006 0 0
4501 0.017 0.006 0 0
4502 0.029 0 0.006 6
4503 0.031 0.005 0.001 2
4504 0.01 0.006 0 4
4505 0.043 0.003 0.003 0
4506 0.018 0 0.006 0
4507 0.019 0 0.006 1
4508 0.02 0.003 0.003 0
4509 0.02 0 0.006 1
4510 0.016 0.006 0 0
4511 0.017 0.006 0 0
4512 0.007 0 0.006 0
4513 0.016 0.006 0 0
4514 0.023 0 0.006 4
4515 0.017 0 0.006 1
4516 0.114 0 0.009 3152
4517 0.031 0.003 0.003 59
4518 0.019 0.006 0 0
4519 0.043 0.007 0 0
4520 0.027 0.006 0 0
4521 0.033 0 0.006 0
4522 0.078 0.005 0.005 3276
4523 0.015 0.006 0 0
4524 0.07 0.01 0 3276
4525 0.023 0 0.006 0
4526 0.016 0.006 0 0
4527 0.054 0 0.006 0
4528 0.026 0 0.006 0
4529 0.054 0.007 0 0
4530 0.024 0.006 0 0
4531 0.038 0.005 0.001 0
4532 0.016 0 0.006 0
4533 0.077 0.007 0 56
4534 0.022 0.005 0.001 0
4535 0.031 0.003 0.003 0
4536 0.02 0 0.006 0
4537 0.018 0.003 0.003 0
4538 0.015 0.003 0.003 0
4539 0.02 0 0.006 0
4540 0.007 0.006 0 0
4541 0.045 0.006 0 0
4542 0.008 0.006 0 0
4543 0.066 0.007 0 357
4544 0.01 0.003 0.003 0
4545 0.035 0.006 0 0
4546 0.007 0.006 0 0
4547 0.03 0.006 0 0
4548 0.074 0 0.007 713
4549 0.047 0.006 0 10
4550 0.063 0.006 0 306
4551 0.007 0.006 0 0
4552 0.062 0.005 0.002 485
4553 0.01 0.006 0 0
4554 0.034 0.006 0 0
4555 0.079 0.007 0 250
4556 0.01 0.003 0.003 0
4557 0.007 0.006 0 0
4558 0.012 0 0.006 0
4559 0.03 0.006 0 0
4560 0.056 0.007 0 255
4561 0.007 0.006 0 0
4562 0.007 0 0.006 0
4563 0.007 0.006 0 0
4564 0.019 0 0.006 0
4565 0.03 0.003 0.003 0
4566 0.044 0.005 0.001 15
4567 0.059 0.006 0 172
4568 0.023 0.006 0.001 43
4569 0.057 0.004 0.003 141
4570 0.011 0.006 0 0
4571 0.031 0 0.006 101
4572 0.024 0.006 0 9
4573 0.014 0 0.006 0
4574 0.039 0.005 0.001 151
4575 0.023 0.003 0.003 0
4576 0.007 0.006 0 0
4577 0.034 0.003 0.003 0
4578 0.007 0.003 0.003 0
4579 0.01 0.006 0 0
4580 0.053 0 0.006 145
4581 0.007 0.006 0 0
4582 0.008 0.003 0.003 0
4583 0.052 0 0.006 145
4584 0.043 0 0.006 163
4585 0.057 0.003 0.003 132
4586 0.007 0 0.006 0
4587 0.007 0.006 0 0
4588 0.007 0 0.006 0
4589 0.007 0.003 0.003 0
4590 0.007 0.006 0 0
4591 0.075 0 0.006 286
4592 0.01 0.006 0 0
4593 0.01 0.006 0 0
4594 0.078 0.007 0 314
4595 0.01 0 0.006 0
4596 0.05 0.006 0 0
4597 0.027 0.003 0.003 0
4598 0.01 0.006 0 0
4599 0.007 0 0.006 0
4600 0.007 0.006 0 0
4601 0.105 0.007 0 867
4602 0.029 0.003 0.003 0
4603 0.077 0.003 0.004 214
4604 0.059 0 0.006 219
4605 0.01 0 0.006 0
4606 0.066 0 0.007 204
4607 0.042 0.007 0 239
4608 0.007 0.006 0 0
4609 0.054 0 0.006 209
4610 0.038 0.007 0 209
4611 0.063 0 0.006 100
4612 0.007 0 0.006 0
4613 0.007 0.003 0.003 0
4614 0.01 0 0.006 0
4615 0.017 0 0.006 0
4616 0.033 0 0.006 0
4617 0.008 0.007 0 0
4618 0.044 0.005 0.001 218
4619 0.022 0.003 0.003 0
4620 0.007 0 0.006 0
4621 0.007 0.006 0 0
4622 0.007 0.006 0 0
4623 0.008 0.006 0 0
4624 0.063 0.006 0 224
4625 0.013 0.003 0.003 0
4626 0.007 0.006 0 0
4627 0.007 0.006 0 0
4628 0.07 0.007 0 210
4629 0.079 0.007 0 210
4630 0.01 0.006 0 0
4631 0.026 0 0.006 0
4632 0.02 0 0.006 4
4633 0.02 0.006 0.001 14
4634 0.014 0.006 0 0
4635 0.007 0.006 0 0
4636 0.036 0 0.006 0
4637 0.01 0.006 0 0
4638 0.057 0 0.007 340
4639 0.101 0.008 0 936
4640 0.007 0 0.006 0
4641 0.034 0.006 0 0
4642 0.049 0 0.006 240
4643 0.028 0 0.006 0
4644 0.007 0.003 0.003 0
4645 0.007 0.006 0 0
4646 0.098 0 0.007 540
4647 0.007 0.006 0 0
4648 0.073 0.007 0 220
4649 0.009 0.006 0 0
4650 0.007 0.006 0 0
4651 0.038 0 0.006 0
4652 0.007 0 0.006 0
4653 0.054 0.007 0 260
4654 0.011 0.006 0 0
4655 0.007 0 0.006 0
4656 0.007 0.003 0.003 0
4657 0.01 0.006 0 0
4658 0.043 0 0.006 245
4659 0.007 0.006 0 0
4660 0.039 0.006 0 0
4661 0.032 0.006 0 0
4662 0.007 0.006 0 0
4663 0.007 0.006 0 0
4664 0.07 0 0.006 245
4665 0.059 0.007 0 215
4666 0.136 0.009 0 1721
4667 0.007 0.003 0.003 0
4668 0.007 0.006 0 0
4669 0.007 0.006 0 0
4670 0.06 0.006 0 205
4671 0.009 0.003 0.003 0
4672 0.007 0.006 0 0
4673 0.007 0.006 0 0
4674 0.025 0 0.006 50
4675 0.036 0.006 0 0
4676 0.007 0.006 0 0
4677 0.032 0 0.006 0
4678 0.007 0.006 0 0
4679 0.029 0.006 0 0
4680 0.039 0.003 0.003 0
4681 0.007 0 0.006 0
4682 0.078 0.005 0.002 646
4683 0.065 0.003 0.004 214
4684 0.033 0.005 0.001 0
4685 0.007 0.006 0 0
4686 0.007 0.006 0.001 0
4687 0.007 0.006 0 0
4688 0.083 0.007 0 255
4689 0.011 0.006 0 0
4690 0.051 0 0.006 0
4691 0.105 0.01 0 2855
4692 0.067 0.007 0 205
4693 0.01 0.003 0.003 0
4694 0.007 0.006 0 0
4695 0.045 0 0.006 305
4696 0.008 0 0.007 0
4697 0.057 0.007 0 270
4698 0.033 0 0.006 0
4699 0.007 0 0.006 0
4700 0.007 0.006 0 0
4701 3.266 0.011 0 3651
4702 0.013 0.006 0 0
4703 0.017 0.006 0 0
4704 0.007 0.006 0 0
4705 0.079 0.006 0 51
4706 0.027 0.006 0 0
4707 0.138 0.011 0 3095
4708 0.008 0 0.006 0
4709 3.742 0.011 0 3651
4710 0.028 0.006 0 3
4711 0.048 0.005 0.004 3278
4712 0.019 0.003 0.003 0
4713 0.026 0 0.006 36
4714 0.016 0 0.006 0
4715 0.008 0.005 0.001 1
4716 0.015 0.006 0 0
4717 0.017 0.006 0 3
4718 0.018 0.006 0 3
4719 0.078 0.01 0 3223
4720 0.026 0 0.006 4
4721 0.249 0 0.006 345
4722 0.02 0.006 0 2
4723 0.018 0.006 0 11
4724 0.04 0.006 0 0
4725 0.018 0.006 0 1
4726 0.018 0.006 0 0
4727 0.336 0.007 0 392
4728 0.016 0.005 0.001 1
4729 0.017 0.003 0.002 0
4730 0.009 0.003 0.003 13
4731 0.024 0.006 0 0
4732 0.098 0.01 0 3651
4733 0.023 0 0.006 0
4734 0.015 0.006 0 0
4735 0.037 0 0.006 0
4736 0.019 0.006 0 0
4737 0.019 0.006 0 0
4738 0.017 0.006 0 0
4739 0.017 0.006 0 0
4740 0.015 0.006 0 0
4741 0.017 0 0.006 0
4742 0.013 0.003 0.003 0
4743 0.253 0.005 0.001 306
4744 0.015 0.006 0 0
4745 0.016 0.006 0 0
4746 0.254 0.006 0.001 364
4747 0.013 0.005 0.001 0
4748 0.018 0.006 0 0
4749 0.018 0.003 0.003 0
4750 0.007 0.006 0 0
4751 0.035 0.006 0 0
4752 0.064 0.006 0 56
4753 0.019 0 0.006 0
4754 0.017 0.003 0.003 0
4755 0.068 0.005 0.001 53
4756 0.019 0.006 0 0
4757 0.016 0.005 0.001 0
4758 0.014 0.003 0.003 0
4759 0.023 0.003 0.003 0
4760 0.015 0.001 0.005 3
4761 0.018 0.003 0.003 9
4762 0.017 0.006 0 0
4763 0.078 0.004 0.005 3263
4764 0.016 0.005 0.001 0
4765 0.019 0.006 0 3
4766 0.024 0 0.006 38
4767 0.026 0.007 0 4
4768 0.02 0.006 0 36
4769 0.041 0 0.006 331
4770 0.018 0 0.006 4
4771 0.017 0.006 0 0
4772 0.018 0.005 0.001 0
4773 0.018 0.006 0 13
4774 0.035 0.006 0 7
4775 0.018 0.006 0 1
4776 0.013 0.003 0.003 0
4777 0.013 0.006 0 0
4778 0.017 0.006 0 3
4779 0.016 0 0.005 0
4780 0.023 0.003 0.003 36
4781 0.012 0 0.006 9
4782 0.013 0.006 0 0
4783 0.014 0.003 0.003 0
4784 0.007 0.006 0 0
4785 0.015 0.006 0 0
4786 0.007 0.006 0 0
4787 0.015 0.005 0.001 0
4788 0.068 0.01 0 3276
4789 0.019 0 0.006 0
4790 0.014 0.006 0 0
4791 0.016 0 0.006 0
4792 0.007 0.006 0 0
4793 0.013 0.006 0 0
4794 0.015 0.007 0 0
4795 0.015 0.006 0 0
4796 0.015 0.006 0 0
4797 0.262 0.007 0 306
4798 0.016 0 0.006 0
4799 0.016 0 0.006 0
4800 0.023 0 0.006 0
4801 0.007 0.006 0 0
4802 0.016 0.006 0 0
4803 0.075 0.003 0.003 63
4804 0.007 0.006 0 0
4805 0.015 0.003 0.003 0
4806 0.018 0 0.006 0
4807 0.058 0.005 0.005 3218
4808 0.007 0.006 0 0
4809 0.019 0.006 0 0
4810 0.018 0.006 0 0
4811 0.007 0.001 0.005 0
4812 0.007 0.006 0 0
4813 0.007 0.006 0 0
4814 0.006 0 0.005 0
4815 0.064 0.007 0 435
4816 0.007 0 0.006 0
4817 0.038 0.006 0 255
4818 0.036 0.007 0 255
4819 0.007 0.006 0 0
4820 0.059 0.006 0 51
4821 0.007 0 0.006 0
4822 0.06 0.003 0.003 375
4823 0.007 0.006 0 0
4824 0.006 0.003 0.003 0
4825 0.008 0.006 0 0
4826 0.008 0.006 0 0
4827 0.007 0.006 0 0
4828 0.006 0.006 0 0
4829 0.04 0 0.006 705
4830 0.044 0.007 0 255
4831 0.041 0.006 0 137
4832 0.032 0.006 0 97
4833 0.007 0.005 0.001 0
4834 0.042 0.005 0.001 152
4835 0.007 0.006 0 0
4836 0.007 0.001 0.005 0
4837 0.038 0.004 0.003 185
4838 0.007 0.003 0.003 0
4839 0.007 0.006 0 0
4840 0.065 0.007 0 570
4841 0.008 0.006 0 0
4842 0.007 0.006 0 0
4843 0.007 0.006 0 0
4844 0.008 0 0.005 0
4845 0.007 0.006 0 0
4846 0.019 0.003 0.003 185
4847 0.007 0.006 0 0
4848 0.007 0.006 0 0
4849 0.009 0.006 0 0
4850 0.007 0.005 0 0
4851 0.035 0.005 0.001 168
4852 0.007 0.006 0 0
4853 0.007 0.006 0 0
4854 0.009 0 0.006 0
4855 0.038 0 0.006 0
4856 0.007 0.006 0 0
4857 0.034 0.006 0 155
4858 0.035 0.007 0 155
4859 0.007 0.006 0 0
4860 0.031 0 0.006 0
4861 0.033 0.003 0.003 155
4862 0.007 0.006 0 0
4863 0.048 0.003 0.003 100
4864 0.03 0.005 0.001 135
4865 0.037 0.004 0.003 135
4866 0.007 0.003 0.003 0
4867 0.048 0.007 0 309
4868 0.037 0.005 0.001 140
4869 0.043 0.006 0 239
4870 0.01 0.006 0 0
4871 0.007 0.006 0 0
4872 0.007 0.003 0.003 0
4873 0.007 0.006 0 0
4874 0.008 0 0.005 0
4875 0.007 0.006 0 0
4876 0.007 0 0.005 0
4877 0.009 0.003 0.003 0
4878 0.007 0.006 0 0
4879 0.007 0.006 0 0
4880 0.012 0.006 0 0
4881 0.007 0.006 0 0
4882 0.007 0 0.006 0
4883 0.012 0.006 0 0
4884 0.007 0 0.005 0
4885 0.055 0 0.007 343
4886 0.007 0 0.006 0
4887 0.007 0.003 0.003 0
4888 0.044 0.006 0 209
4889 0.007 0.003 0.003 0
4890 0.007 0 0.006 0
4891 0.007 0.006 0 0
4892 0.101 0.007 0 847
4893 0.008 0.006 0 0
4894 0.007 0.006 0 0
4895 0.116 0.008 0 1251
4896 0.007 0.003 0.003 0
4897 0.007 0 0.005 0
4898 0.007 0.006 0 0
4899 0.071 0.003 0.003 240
4900 0.012 0.006 0 0
4901 0.063 0.003 0.003 250
4902 0.037 0 0.007 267
4903 0.007 0.006 0 0
4904 0.06 0.006 0 245
4905 0.081 0.005 0.002 682
4906 0.007 0.006 0 0
4907 0.007 0 0.006 0
4908 0.007 0.003 0.003 0
4909 0.006 0.003 0.003 0
4910 0.007 0.006 0 0
4911 0.008 0.005 0 0
4912 0.007 0 0.005 0
4913 0.006 0.006 0 0
4914 0.063 0.007 0 355
4915 0.008 0.003 0.003 0
